anidbid,mal_id,thetvdb_id
2852,3081,83348
2853,3626,79327
2854,1052,129751
2855,738,80830
2858,152,79282
2859,607,163721
2860,402,163721
2862,503,201561
2863,3010,250582
2867,25591,129751
2871,2813,80686
2878,2998,98161
2881,988,301328
2887,2051,79467
2888,6331,138691
2889,2068,83259
2891,2466,138691
2894,2729,70865
2896,423,79022
2901,4252,261502
2905,3421,79544
2907,960,79658
2908,1469,72858
2909,2180,254828
2910,1685,261667
2911,3669,261667
2912,2111,75097
2919,6718,85230
2920,1966,250974
2921,479,76031
2926,282,80596
2964,456,83536
2966,2489,262210
2968,2692,178281
2969,2260,120111
2972,3508,82561
2977,1099,72412
2978,5289,156481
2980,2050,251636
2984,126,79026
2989,2280,71160
2990,2835,342882
2993,2330,80906
2994,1974,179321
2995,1008,76932
2996,1011,76932
3030,936,78857
3038,1773,79156
3040,3027,79156
3041,4312,79156
3047,729,251005
3049,3315,250586
3050,5476,85302
3057,3835,251722
3058,4928,294871
3059,1540,83105
3060,2305,157211
3061,1539,83105
3067,248,80759
3068,706,80787
3069,3157,112651
3070,712,80820
3075,3131,160011
3077,3874,250062
3081,2882,80604
3082,3936,80604
3087,4073,256831
3091,5091,256835
3092,11829,259417
3106,8364,79654
3107,8365,79654
3112,2181,81965
3113,2650,252696
3114,3727,252696
3115,4244,251595
3116,4242,251594
3117,4240,251593
3119,10055,72281
3120,1501,74739
3121,760,78974
3123,1737,160981
3124,4183,213231
3127,3952,76695
3142,28983,5411
3145,322,79233
3151,10224,213411
3152,4416,93721
3153,5396,335070
3162,8753,438919
3164,3600,171491
3168,591,80075
3169,65,75411
3170,612,84841
3173,2534,120041
3174,2535,120041
3176,1035,324325
3181,5225,71863
3182,4853,147231
3184,2282,260116
3185,1374,79104
3186,150,78960
3195,489,79881
3200,2999,98161
3203,390,79111
3207,1221,79472
3209,16345,180121
3214,469,79192
3215,694,103941
3216,99,78986
3219,3035,258907
3291,228,79106
3296,777,263688
3297,5132,265632
3298,490,80818
3299,1218,81735
3301,1193,107431
3302,790,79228
3303,1138,76906
3305,3836,78614
3308,3991,78885
3311,1314,244421
3314,2649,252696
3315,2664,252696
3316,3744,79654
3317,807,76023
3319,4314,138841
3320,1642,176001
3321,68,78987
3323,560,81110
3324,1873,93441
3325,3691,378378
3326,3155,99491
3327,10199,345113
3328,8949,70817
3329,8965,70817
3330,8966,70817
3331,2455,79049
3333,3518,262314
3340,473,81228
3341,6792,157211
3342,9098,157211
3343,1939,157211
3344,9087,157211
3348,356,79151
3352,2083,261465
3353,12715,72848
3360,470,82551
3366,3858,355649
3369,2575,175991
3374,8442,81432
3377,1265,70516
3379,1266,70516
3380,1267,70516
3381,511,160431
3386,2205,74908
3389,588,120091
3390,1369,72454
3392,1211,81832
3393,2284,77087
3394,1544,85415
3395,889,79604
3396,2281,250606
3399,2120,84045
3408,355,78962
3413,5834,293065
3414,670,82055
3419,2363,72975
3420,1414,71863
3423,558,76013
3424,3136,85007
3427,856,79880
3428,471,81768
3431,2449,73749
3433,457,79214
3440,77,81115
3444,860,80206
3445,1682,100561
3446,658,81935
3449,915,83126
3450,,80391
3453,8123,369400
3460,3546,111011
3461,3547,111011
3463,388,79139
3464,1205,85381
3465,858,79047
3468,918,79895
3484,4514,83629
3485,3827,262315
3486,3196,83811
3490,9646,273151
3491,4874,76703
3492,10916,76703
3493,10917,76703
3498,3075,215331
3499,916,79774
3500,476,80051
3506,1983,81092
3507,1448,147921
3510,5845,76703
3511,4962,77586
3512,584,79129
3513,2389,73887
3516,1139,70476
3522,817,80823
3529,111,72280
3541,2322,91481
3542,3868,80504
3544,,113671
3545,,113671
3548,4286,312723
3555,3313,219541
3560,2119,84045
3561,2121,84045
3562,280,307695
3563,4663,248361
3564,825,79143
3566,1931,84334
3569,2407,75414
3570,2313,85199
3572,789,82490
3573,587,82065
3574,934,79682
3580,4578,210061
3584,2707,128411
3585,1672,72904
3586,1673,72904
3591,2512,72454
3596,2513,72454
3597,2514,72454
3598,2515,72454
3601,2578,85319
3603,5927,379387
3605,2574,123001
3608,9795,90331
3611,5251,250973
3621,2110,72172
3626,1199,286895
3631,3451,445336
3633,5246,195161
3634,2080,157691
3636,3837,227501
3637,4807,227501
3639,2334,204541
3640,2710,286895
3642,19995,88131
3643,517,79194
3645,1552,251005
3647,3811,200971
3648,1926,106511
3651,849,79414
3652,2542,84532
3653,6012,393958
3654,586,79202
3655,1640,109301
3656,710,80438
3658,950,75534
3659,4933,243231
3660,1466,252853
3663,8373,73518
3664,2568,251915
3665,5600,90921
3667,3807,268627
3669,2826,71857
3684,2244,311739
3703,1123,75205
3704,1845,100161
3705,1253,72775
3706,811,84049
3947,20175,329173
3948,3114,392061
3953,913,159821
3954,4591,252036
3960,1070,199561
3969,1968,71535
3972,2122,84045
3975,1585,238691
3978,2730,162041
3983,6877,76703
3985,577,79206
3991,1748,120131
3994,3509,251941
3995,3511,251941
3996,3112,265533
3998,2586,90521
4003,1569,79840
4009,6067,330514
4010,11959,330514
4011,5953,74504
4012,2272,74504
4013,3462,74504
4014,6492,74504
4015,8550,75112
4016,1670,70799
4021,1067,81105
4022,940,81100
4023,671,207381
4031,2697,314122
4032,861,79283
4033,4371,160981
4040,3418,227901
4043,2823,80397
4044,2824,120231
4046,969,76023
4049,919,85971
4056,3391,356233
4057,5968,71419
4058,1906,79882
4067,863,81426
4068,965,83464
4072,3086,81235
4073,1740,258987
4074,576,82313
4085,1655,122291
4088,944,79794
4095,1969,71535
4097,465,81797
4098,1959,232181
4100,1745,232181
4106,15937,72858
4112,590,84890
4113,798,80050
4116,1881,178531
4117,1534,241301
4120,771,85066
4121,1210,79415
4122,6735,100171
4123,429,74739
4125,1858,81837
4131,17469,330899
4138,1729,84025
4139,1071,253938
4141,981,80759
4143,877,80742
4144,941,82721
4145,886,80075
4146,1195,79719
4147,990,80059
4148,853,79713
4149,933,80082
4150,957,80979
4153,880,78920
4156,1202,79466
4165,,254931
4166,1091,76547
4167,1092,76547
4168,,254931
4169,,254931
4170,1241,254931
4172,942,80445
4176,910,79671
4177,1865,82179
4178,878,79797
4181,5930,421777
4185,943,85153
4187,1506,72454
4195,1916,81104
4196,857,79796
4197,1578,149911
4199,2201,76703
4201,5070,156481
4202,6511,73925
4208,1333,259392
4210,3205,345723
4214,1557,79588
4218,1892,185481
4220,16259,363846
4222,846,79194
4223,855,81852
4224,854,113571
4225,2785,301659
4226,953,79931
4230,6733,100171
4231,1778,254779
4232,9043,259842
4237,1516,103071
4238,907,84028
4239,879,79754
4240,1884,185501
4241,837,82311
4242,2619,186311
4243,962,79839
4244,995,73532
4247,3772,78722
4260,6261,259219
4261,3438,115841
4264,845,79483
4265,973,79456
4267,2009,143471
4278,1886,259589
4282,6448,204401
4283,859,339733
4288,16251,181001
4290,2448,73749
4296,1739,188041
4308,1703,81422
4309,2963,81463
4315,6734,100171
4319,3659,128411
4324,873,79099
4325,2129,81144
4326,850,85458
4327,1194,79652
4333,4114,262210
4334,4823,120501
4335,1600,84008
4336,1885,248609
4339,1554,80046
4345,2164,81037
4349,2024,255275
4350,1219,80048
4362,2786,251458
4366,1215,254931
4367,1838,207081
4372,3568,251546
4374,1247,82079
4375,1648,81477
4377,2214,81093
4381,1738,82628
4383,1480,81428
4384,1555,81367
4385,1724,202291
4388,1815,78962
4392,1454,79410
4396,1013,79470
4397,1857,101931
4402,1723,80644
4403,1827,80044
4404,1530,79911
4406,968,159821
4411,1556,80768
4413,5986,435143
4414,1566,73749
4415,1771,82028
4416,1498,79412
4419,1584,79022
4420,1198,120211
4421,2144,78857
4422,1142,79044
4428,9792,345113
4441,1222,81730
4442,2967,84368
4444,3004,247789
4457,,254931
4458,2713,72172
4466,,254931
4472,1243,79484
4473,1538,81221
4474,1509,200811
4476,1299,79474
4486,1897,193911
4487,2028,193911
4489,1230,79382
4492,1214,80078
4504,1368,72454
4509,1579,159551
4510,1619,305488
4512,4298,251162
4513,1591,84369
4515,1686,74796
4516,1536,79524
4521,1575,79525
4522,1601,79975
4526,,81073
4527,1911,81073
4528,1568,82700
4529,1588,84016
4530,1862,82484
4531,1543,110071
4539,1712,215301
4548,1731,80328
4549,1482,79635
4553,5844,76703
4555,1592,79990
4556,1602,81109
4557,1842,76013
4558,2518,83807
4559,1888,81007
4563,1535,79481
4564,1571,79527
4565,1546,305488
4567,1609,78986
4568,1689,82945
4570,1576,79540
4571,1587,79543
4572,1988,79671
4574,1606,80921
4575,2001,80096
4576,,76932
4583,1810,112781
4584,1561,154101
4585,1581,82720
4594,1570,130391
4595,1826,83292
4596,1559,80000
4597,1519,79604
4598,1692,189741
4600,2170,79886
4601,1812,84117
4602,2046,195161
4619,1882,178531
4622,2450,79654
4624,8358,79654
4625,3745,79654
4626,6217,79654
4627,8366,79654
4634,4851,71863
4635,8687,281405
4636,,393182
4637,1583,80814
4638,1594,79106
4657,8765,355772
4659,8503,271794
4673,2677,252696
4674,2665,252696
4675,2613,80294
4676,2614,80294
4677,12951,370925
4681,1589,81091
4688,1915,81115
4691,1698,80005
4692,2717,82883
4694,4052,76906
4695,13201,72858
4696,2287,80623
4703,8359,79654
4704,6460,79654
4705,8360,79654
4706,8361,79654
4707,8362,79654
4708,1747,79878
4710,23351,456129
4722,,157211
4728,1565,76703
4729,2035,83303
4731,1868,109681
4734,1562,181491
4741,4540,76547
4742,29235,164741
4743,1852,82154
4744,,170651
4747,1604,80975
4750,1541,85192
4753,1864,149911
4755,8643,452956
4757,2392,252696
4758,,254931
4759,1836,83880
4761,1603,81111
4763,3576,85329
4765,2660,252696
4771,2606,339733
4772,1719,75411
4773,1694,81651
4776,1726,80224
4777,1887,80177
4778,1725,199591
4781,1695,167841
4782,1813,78919
4783,1607,81415
4785,1856,79108
4787,4013,250843
4791,1835,181701
4792,1727,90341
4797,1718,99781
4798,4443,261667
4799,1860,80014
4802,1942,90741
4805,10313,262312
4806,1720,81768
4808,1693,80568
4812,1732,305488
4818,2408,75414
4821,2104,80236
4828,2238,136251
4829,1991,81102
4832,1699,80080
4833,2032,81983
4835,1722,82076
4837,4316,138841
4841,1913,79071
4842,2585,90521
4844,4124,241301
4845,3619,258961
4847,2759,70350
4851,2107,81797
4852,2163,80900
4853,1721,83405
4860,1696,80004
4861,1690,80111
4862,2922,81232
4870,1956,80158
4871,2143,80587
4880,1735,79824
4884,1688,84027
4887,,209611
4888,,209611
4889,,209611
4890,,209611
4891,1691,80449
4892,1818,79995
4893,1808,183961
4894,1889,79682
4895,1878,167811
4897,2251,80421
4900,1941,80003
4901,1932,250317
4902,2153,247789
4905,,254931
4906,2025,80042
4909,2215,80278
4910,2172,79654
4915,1840,79719
4917,2026,80554
4918,3603,83950
4919,2744,80812
4923,2159,81108
4925,2161,80386
4927,3294,262007
4928,6636,357270
4931,2106,80232
4932,,82099
4936,10005,105441
4937,2171,72454
4938,2132,81100
4939,2175,79179
4940,2130,81877
4966,2030,81096
4967,2654,252696
4968,2162,80081
4971,2105,83022
4973,4476,80587
4974,2169,92701
4976,2168,84527
4979,17131,256944
4998,2173,330899
4999,3349,121381
5016,8855,257506
5019,1965,80452
5020,2929,80003
5022,2157,85006
5023,2564,80320
5024,1914,80979
5025,2002,79999
5029,2403,80811
5039,2158,80241
5042,2152,81107
5044,2142,80147
5046,2675,252696
5047,2670,252696
5048,2847,76703
5049,2165,265216
5050,3854,82883
5052,2931,81631
5053,2034,80901
5060,1336,79103
5068,1807,93491
5069,2155,84464
5071,2166,80321
5072,2112,82831
5079,10815,127151
5080,2969,245451
5081,11307,81153
5083,2605,80327
5084,2031,80237
5085,2176,72471
5086,3222,72471
5087,3223,72471
5088,2608,81658
5089,2131,79549
5098,2156,82832
5101,2167,80644
5104,2174,79156
5108,2216,109061
5109,4126,195161
5112,2795,81072
5113,2246,80470
5114,4129,195161
5115,2563,79839
5116,2404,80330
5117,2476,80478
5119,3519,85227
5125,2583,90521
5126,2584,90521
5127,2596,80733
5131,3256,90521
5132,3167,84709
5133,4597,155161
5134,2752,73532
5145,2787,78962
5146,2620,186311
5147,2602,82168
5165,6056,155911
5172,5833,269893
5178,2472,79824
5182,3323,337406
5185,2367,82841
5186,2942,81375
5188,2494,82167
5189,2369,80677
5195,8130,70473
5197,2552,248442
5209,2267,79975
5210,2508,78919
5211,2832,84893
5212,2603,80380
5222,3624,79158
5223,2562,81145
5224,2684,80503
5232,,292662
5234,3000,80054
5235,3229,81479
5238,3834,146491
5246,2683,80014
5248,9881,250856
5249,,170651
5252,2581,80675
5257,6609,81774
5265,5151,432609
5269,2604,81428
5273,2993,81184
5274,2924,80904
5275,3011,112491
5276,2927,81624
5277,3616,82086
5278,3085,81782
5279,5276,244931
5280,2923,81427
5285,6397,261309
5298,3931,70900
5301,2685,76023
5305,3001,80808
5314,2772,80927
5316,3226,76013
5335,5118,85438
5351,3417,98121
5352,2889,74796
5356,2986,80673
5357,2970,80676
5367,3019,71863
5373,2904,79525
5375,3641,120141
5376,8443,157691
5383,2964,80809
5390,6032,79886
5391,2928,79099
5406,2966,81178
5411,5267,329173
5414,2965,145011
5415,3572,81086
5416,2985,81829
5418,3231,78812
5419,2595,84187
5424,3297,79839
5426,3090,78920
5427,3002,81234
5429,3088,123661
5431,3268,78986
5432,2673,252696
5433,9768,407202
5434,3153,73887
5435,2926,81484
5444,2597,72454
5446,3166,82847
5447,3430,80304
5454,3227,79882
5457,2971,79879
5458,3390,91021
5459,3269,79099
5470,3318,79108
5503,3230,81744
5508,3299,81732
5509,9348,167131
5510,3225,81463
5517,15875,293065
5522,3295,250266
5523,5314,77586
5524,3493,181701
5525,10526,261667
5530,3342,81365
5531,3407,82116
5532,3092,84230
5533,3298,85611
5534,3359,81808
5535,3358,81810
5536,3328,80478
5537,4444,261667
5538,3363,81907
5544,3366,81490
5546,4062,227871
5547,3389,81846
5548,1960,167921
5549,3420,81807
5551,4389,270183
5552,3424,250806
5555,3245,79460
5557,3322,82803
5558,3613,81999
5559,3501,81983
5569,3549,81809
5570,3091,79283
5571,3604,82154
5572,3051,250317
5574,4535,87991
5575,3503,81830
5576,3228,80327
5578,3464,83360
5580,3577,81908
5581,3467,82688
5583,3805,250088
5584,3470,81752
5585,3656,82509
5586,3457,81816
5587,3702,82855
5592,4166,81768
5596,3594,88101
5610,3588,81751
5612,4617,184271
5614,3710,81701
5623,3615,84138
5625,3455,81831
5629,3653,84261
5630,3655,81811
5631,3614,83766
5634,3652,79682
5635,3712,79719
5652,3627,84187
5655,3668,82885
5656,3654,83940
5658,3859,81984
5670,3515,72775
5671,3673,82084
5673,3701,81991
5674,4038,84139
5676,3375,207121
5678,3731,82735
5679,4151,82498
5685,3759,80478
5691,3848,81797
5694,3750,84025
5698,4320,71863
5709,5725,85329
5714,7308,80294
5720,3958,83318
5722,3974,82884
5723,3840,82223
5739,3972,84911
5745,4015,79194
5746,4039,81849
5747,3723,267881
5749,4196,80158
5750,4053,73532
5751,4033,249865
5754,4383,273154
5755,7601,227501
5772,4026,76703
5773,4051,227751
5774,4056,83807
5779,4087,83475
5783,4107,80096
5786,4063,82807
5787,4081,82788
5793,3116,249820
5795,9403,227501
5800,4136,83369
5801,3841,81844
5802,4549,85094
5812,16163,167921
5815,4080,79879
5816,2916,333830
5818,4028,77681
5830,4483,82653
5839,5029,76013
5841,4181,80644
5842,4177,82834
5843,3535,83479
5850,3713,79106
5855,4189,121371
5858,8367,79654
5868,4188,305488
5869,4197,80147
5870,4209,80320
5873,4214,81184
5876,4961,72350
5880,4246,79360
5894,4646,137151
5901,4331,250155
5903,3927,80675
5904,4362,97621
5905,10527,261667
5906,3130,184211
5909,4224,83277
5910,4550,83317
5911,4186,84677
5914,4437,79824
5917,,137951
5920,4415,82683
5921,4264,90511
5922,4262,83314
5931,,423173
5932,4472,80177
5934,4447,72454
5941,4477,80005
5943,5689,361695
5949,4232,81104
5954,4551,83586
5956,5290,75414
5970,3667,82484
5971,4021,83013
5972,10751,115141
5973,2808,71682
5974,16590,227501
5975,4654,83322
5976,4548,83588
5978,35538,128411
5986,3962,85961
5988,4662,84138
5997,6965,128411
6005,4066,83364
6013,5028,76013
6014,4789,80904
6017,4752,81816
6018,4726,81744
6020,6523,139251
6025,4744,83315
6026,4720,84553
6031,4872,80327
6032,4981,83316
6036,4581,83363
6037,6795,82561
6040,4884,83335
6041,4835,74796
6044,3574,134401
6045,5020,87961
6046,5494,88041
6047,4879,83474
6048,4898,83996
6049,5005,93281
6051,4896,101981
6054,4903,82311
6055,5027,98661
6057,27721,316641
6059,23829,460289
6063,4970,79755
6065,5019,71863
6073,4814,84230
6075,4985,81115
6078,21967,167921
6079,21951,167921
6080,4719,87491
6082,4705,80096
6083,5042,84768
6087,5030,84591
6088,4975,83358
6091,4195,80811
6095,5710,75414
6098,5039,83408
6102,20353,456511
6103,4722,83653
6105,5291,79156
6107,5114,85249
6110,4999,84573
6111,5304,103711
6113,4725,83359
6120,5074,82884
6122,4672,73749
6126,4163,80236
6127,5152,81472
6128,4765,78812
6129,5228,70900
6130,5155,89741
6139,5040,84616
6141,5493,76932
6143,5231,146401
6144,5262,81427
6153,5258,79685
6156,5538,112521
6169,5341,81178
6171,3784,70350
6172,4908,250886
6176,5307,84572
6179,5233,77681
6181,16486,293065
6182,5112,84654
6184,4130,162261
6185,5300,82788
6187,5420,88911
6191,4938,76023
6192,4918,79283
6199,5252,81797
6211,5079,84561
6212,4811,81007
6219,5162,81463
6224,5504,90341
6226,4657,88141
6227,5034,83363
6234,5060,88161
6235,4618,84576
6236,5505,84571
6238,5630,88721
6239,5525,88651
6240,6198,72454
6242,9785,72454
6243,9786,72454
6244,5507,87851
6245,5460,72454
6246,5671,87841
6255,5675,87621
6256,5682,87931
6257,5680,87501
6258,5678,117671
6262,9874,260851
6263,5702,84932
6267,5220,87871
6271,9213,153881
6273,9880,258052
6275,5356,102591
6280,5684,200791
6283,5369,75534
6284,5355,87881
6285,3593,79880
6286,4804,81768
6288,5530,87861
6296,5734,88891
6303,5784,261316
6304,5781,104741
6311,5717,159551
6313,5216,84187
6315,5141,102541
6316,6178,76703
6321,6798,343578
6322,5177,105361
6323,5150,89311
6324,5883,143021
6325,4565,80096
6327,5081,102261
6329,5835,88661
6331,5041,88881
6332,5454,102481
6335,5945,102491
6340,5597,88391
6348,7294,345113
6355,6148,255848
6367,,79414
6374,5342,87981
6376,5854,79658
6377,5957,95361
6382,5096,252696
6383,6930,252696
6384,5984,88481
6389,5521,80554
6391,6116,256347
6392,5031,137151
6393,6713,76932
6394,5583,72459
6397,5485,88151
6398,6098,106071
6399,6033,88031
6400,6112,83314
6401,6131,259857
6402,6129,102041
6408,5226,90641
6413,4192,80554
6424,5941,87901
6426,5962,387655
6427,6169,84932
6428,6512,115971
6432,6115,72454
6433,5753,250317
6434,6130,199111
6436,5593,97381
6438,6201,105131
6440,9770,208631
6441,6211,103321
6442,5751,73532
6443,6164,102011
6452,6024,81844
6453,4703,250317
6460,6213,114921
6462,6203,117711
6463,5667,81831
6465,6007,81178
6466,6045,117801
6467,6030,102471
6470,,72775
6479,5983,102971
6481,5973,103291
6489,6050,305488
6494,5032,137151
6503,6325,79824
6504,6392,91431
6509,6377,80327
6517,6336,403849
6526,6443,80900
6531,5914,107301
6536,6693,250266
6537,4155,81797
6540,6714,81472
6546,5940,117081
6550,8368,79654
6556,5909,116001
6562,24603,85319
6564,6547,150471
6571,6324,133821
6574,5670,108401
6582,2655,252696
6583,7045,252696
6584,2678,252696
6585,2674,252696
6586,2676,252696
6587,2659,252696
6588,2661,252696
6590,2662,252696
6591,2666,252696
6592,2658,252696
6593,2657,252696
6594,2669,252696
6595,2672,252696
6596,2667,252696
6597,2671,252696
6599,2668,252696
6609,6548,80096
6613,6594,132941
6619,,270265
6623,7816,75112
6624,7157,75112
6626,8548,75112
6627,7158,75112
6636,6372,88721
6637,6637,88721
6644,6573,80042
6645,4901,79604
6646,6574,134581
6650,6438,72454
6652,6909,81341
6653,6633,87491
6654,5713,81463
6655,5310,81086
6658,5958,118101
6662,6702,114801
6664,5136,79474
6669,6800,71475
6671,6746,133341
6672,6712,88391
6677,6774,121391
6679,6758,116941
6680,7144,85230
6685,6205,115991
6714,3280,250848
6716,6811,71361
6717,6890,186071
6719,6988,252696
6720,6527,200791
6721,6023,82688
6722,7536,90521
6747,6347,132961
6748,6867,125441
6751,6682,117851
6757,6572,78962
6763,6927,88721
6769,6676,87981
6771,6947,263330
6772,6444,112521
6773,6747,128171
6777,6582,93281
6779,,80005
6780,6956,145211
6782,6987,467259
6783,6802,132771
6784,6922,79151
6785,6980,125561
6787,6791,81830
6788,7152,212551
6789,4419,273154
6790,4418,273154
6791,,227861
6792,7550,76703
6793,5277,82807
6794,7103,128541
6796,5526,76703
6797,4792,76703
6798,4793,76703
6799,4794,76703
6800,4795,76703
6801,5529,76703
6802,4910,76703
6803,8709,76703
6804,6555,76703
6808,4927,295975
6814,5306,80328
6816,6500,134181
6818,7058,148121
6819,7066,79035
6820,7059,162711
6947,7082,81427
6959,6408,210291
6966,6586,119141
6968,7088,140071
6969,7176,139361
6970,6165,84553
6971,18063,115121
7008,7054,148151
7009,7148,131471
7013,6380,82884
7015,5774,282514
7019,5690,80005
7036,6951,76894
7039,7285,100171
7049,2631,75141
7056,7193,119781
7059,16458,129741
7061,,73925
7072,33358,157691
7075,2831,83630
7079,6899,98661
7084,7876,71857
7086,7254,79882
7089,33232,81867
7091,10820,251582
7092,6063,250155
7103,,179791
7109,1709,76703
7113,6958,83317
7117,1525,76703
7120,6379,82311
7124,6645,133331
7126,4596,79525
7127,6768,79525
7128,7062,82154
7132,6287,84654
7134,7079,133451
7137,24679,129721
7141,16460,129741
7152,23739,106121
7163,8145,265216
7168,9526,355685
7177,7472,79895
7178,6864,79283
7183,,80675
7184,,80675
7185,7279,129811
7189,7651,119781
7191,,393182
7201,23855,256944
7206,7559,79151
7208,4106,77680
7214,7044,80327
7215,7593,84768
7219,7580,80158
7221,7311,79414
7224,7627,173211
7227,6941,247231
7228,7367,78857
7229,7590,145231
7230,7591,168561
7232,6231,72454
7233,7662,193841
7234,7661,139631
7236,7655,76013
7238,7647,143271
7240,7705,219151
7242,7761,83807
7243,7785,140751
7245,8132,156411
7246,8134,75414
7247,7723,163891
7248,7588,156821
7249,7465,84709
7250,6467,72454
7251,7674,193811
7252,5348,72454
7254,8369,79654
7257,7695,76703
7261,6946,202751
7268,7724,172941
7271,2840,78777
7274,7793,82028
7275,7762,247911
7276,7770,256891
7277,8057,83314
7278,6973,140741
7279,8017,90521
7280,6979,173261
7285,7645,140711
7286,7817,150461
7287,8141,355649
7288,8097,72454
7290,8133,140711
7291,7720,81108
7294,7669,210291
7295,7897,91431
7296,,79047
7297,,79047
7298,,79047
7300,1014,80980
7304,8098,81110
7307,7791,87501
7315,8086,171741
7316,7596,214891
7318,7597,265194
7321,8026,75534
7322,6567,75113
7323,4886,71361
7337,12359,77344
7348,,190591
7356,8146,265216
7357,8156,265216
7358,8157,265216
7369,6707,83996
7373,8078,81810
7381,7769,172781
7382,8074,171591
7384,6918,220141
7387,6246,72281
7388,8972,74504
7389,6114,141121
7392,11791,167921
7396,10061,167921
7397,17213,167921
7398,8064,270843
7399,8287,156411
7400,6166,173301
7401,5337,82832
7403,,80675
7404,7592,171731
7405,6895,151281
7408,6288,80675
7411,7691,81367
7412,4334,153331
7413,8206,246251
7417,50972,164251
7420,5449,75414
7426,8410,387655
7427,8409,199111
7428,7664,90821
7430,8431,157691
7431,8101,231961
7432,8460,249827
7433,8883,461375
7435,6974,171701
7438,9055,195571
7440,8277,186911
7441,8481,210291
7442,8456,87491
7443,8917,254663
7444,8490,72241
7445,8491,339733
7448,8479,88161
7458,8311,112521
7460,8457,273009
7461,7337,88161
7462,5876,355542
7463,6384,445672
7469,8310,160911
7470,8635,83314
7475,5956,248423
7477,8449,193831
7478,9000,271687
7481,8438,76703
7483,8246,79824
7484,8577,467259
7485,8348,80096
7486,8557,195721
7490,6634,87881
7494,8609,72454
7496,12185,72454
7497,9007,167921
7499,10528,261667
7501,19959,80397
7506,8676,172921
7508,,79525
7512,8476,195271
7518,8624,202241
7520,8245,248691
7522,8634,223711
7523,8416,312723
7525,8769,194961
7526,8950,84569
7528,5157,183171
7529,8795,188551
7531,8129,197731
7532,8675,173271
7535,7334,82832
7537,8331,72454
7538,8740,81797
7539,22977,184211
7540,22975,184211
7542,6381,82484
7543,8551,75112
7547,10057,167921
7548,10059,167921
7549,10056,167921
7550,17219,167921
7551,21969,167921
7552,21293,167921
7553,18591,167921
7554,21947,167921
7555,9451,167921
7556,21971,167921
7557,10060,167921
7558,9446,167921
7559,22035,167921
7560,10058,167921
7561,17215,167921
7562,21295,167921
7564,21493,164741
7565,3785,70350
7568,8525,195711
7569,8726,194461
7570,8964,98661
7577,,105131
7579,9347,196231
7582,,78923
7583,,78923
7584,,78923
7585,,78923
7586,,78923
7587,,78923
7588,,78923
7589,3394,78923
7590,14059,78923
7591,8934,194951
7594,6721,259890
7597,10855,250155
7598,8961,168561
7599,8937,83322
7602,9014,182081
7618,8560,257687
7620,9288,140711
7622,8424,194541
7623,8666,218861
7624,9005,81768
7625,8876,206081
7627,7768,197261
7628,8407,118101
7630,8857,240291
7631,17443,293065
7632,17447,293065
7633,17445,293065
7634,17441,293065
7642,9163,82380
7643,9165,82380
7644,9166,82380
7645,9164,82380
7647,18061,115121
7651,9159,81877
7654,8986,197001
7655,9204,195861
7656,8861,195231
7658,9548,82927
7659,9549,82927
7660,9547,82927
7664,7745,84139
7666,8247,74796
7669,9201,79796
7670,9040,246991
7671,9330,220541
7672,9205,197701
7674,8841,220571
7680,9181,81831
7685,1295,78232
7686,1298,78232
7687,1297,78232
7688,1296,78232
7703,9032,146401
7705,9338,458465
7713,8677,168421
7715,8678,168421
7718,9241,195141
7719,8425,218191
7723,6875,193821
7725,9331,219351
7727,9041,219131
7728,9088,80587
7729,9253,244061
7735,11787,247231
7736,9120,219771
7737,22037,167921
7740,21945,167921
7741,21961,167921
7742,21959,167921
7743,21953,167921
7744,21957,167921
7745,27373,167921
7746,19433,167921
7747,21963,167921
7748,21943,167921
7749,27371,167921
7750,21291,167921
7751,21297,167921
7752,21935,167921
7753,27501,167921
7754,21937,167921
7755,21933,167921
7757,27495,167921
7758,27491,167921
7760,20113,167921
7763,1409,73011
7764,2628,75141
7765,2633,75141
7766,2626,75141
7767,2625,75141
7768,2646,252696
7769,2645,252696
7770,10534,252696
7873,9314,219811
7874,9289,246521
7878,9335,210191
7883,9332,79099
7885,9340,139361
7890,8536,196231
7891,9107,76703
7899,9074,143271
7900,9367,219701
7902,6880,247997
7903,9379,247934
7904,9393,248584
7906,9796,90331
7918,8248,90521
7919,8249,90521
7920,8250,90521
7921,8063,247788
7922,9441,119141
7926,3121,80811
7931,8241,218531
7932,9065,151281
7933,9479,272132
7934,9513,219771
7939,8915,249868
7940,9493,247921
7942,9395,195861
7948,9510,173211
7949,8426,221281
7950,7858,118101
7953,9515,171591
7956,9907,264533
7959,7222,81086
7963,3483,71776
7969,559,72720
7971,9202,134181
7973,9611,78920
7975,9047,114921
7978,9587,216611
7983,10114,286895
7985,9608,301205
7986,9353,84187
7989,9539,245821
7991,,307111
7992,9598,214891
8009,10074,247231
8010,9999,81797
8012,9917,76703
8014,9656,117801
8027,9693,248351
8039,9863,247805
8041,9712,84591
8043,6505,262543
8049,10050,81086
8051,10348,97621
8055,9737,245451
8057,9834,220551
8058,6919,236061
8060,9774,247461
8062,9736,247933
8068,9744,91431
8069,9756,219181
8071,9930,264533
8074,9979,248781
8076,9911,227891
8085,9471,132961
8090,9135,85249
8101,9941,246381
8102,10012,251047
8105,9200,254779
8106,9624,247854
8107,9776,247691
8109,8630,247949
